rayon,week_start,week_end,building_type,damaged_buildings
Nikopolskyi,2025-03-17,2025-03-23,Agricultural facilities,3
Nikopolskyi,2025-03-17,2025-03-23,Electricity supply system,4
Nikopolskyi,2025-03-17,2025-03-23,Gas supply system,2
Nikopolskyi,2025-03-17,2025-03-23,Industrial/Business/Enterprise facilities,3
Nikopolskyi,2025-03-17,2025-03-23,Total,12
Novhorod-Siverskyi,2025-03-17,2025-03-23,Agricultural facilities,1
Novhorod-Siverskyi,2025-03-17,2025-03-23,Industrial/Business/Enterprise facilities,1
Novhorod-Siverskyi,2025-03-17,2025-03-23,Telecommunications,1
Novhorod-Siverskyi,2025-03-17,2025-03-23,Total,3
Odeskyi,2025-03-17,2025-03-23,"Education facility (school, etc.)",1
Odeskyi,2025-03-17,2025-03-23,Electricity supply system,1
Odeskyi,2025-03-17,2025-03-23,Government facilities,1
Odeskyi,2025-03-17,2025-03-23,Industrial/Business/Enterprise facilities,9
Odeskyi,2025-03-17,2025-03-23,Other,1
Odeskyi,2025-03-17,2025-03-23,Total,13
Okhtyrskyi,2025-03-17,2025-03-23,Fuel depot,1
Okhtyrskyi,2025-03-17,2025-03-23,Road / Highway,2
Okhtyrskyi,2025-03-17,2025-03-23,Total,3
Pokrovskyi,2025-03-17,2025-03-23,Industrial/Business/Enterprise facilities,1
Pokrovskyi,2025-03-17,2025-03-23,Total,1
Prylutskyi,2025-03-17,2025-03-23,Other,1
Prylutskyi,2025-03-17,2025-03-23,Total,1
Shepetivskyi,2025-03-17,2025-03-23,Government facilities,1
Shepetivskyi,2025-03-17,2025-03-23,Total,1
Shostkynskyi,2025-03-17,2025-03-23,Industrial/Business/Enterprise facilities,1
Shostkynskyi,2025-03-17,2025-03-23,Total,1
Sumskyi,2025-03-17,2025-03-23,Agricultural facilities,3
Sumskyi,2025-03-17,2025-03-23,Bridge,1
Sumskyi,2025-03-17,2025-03-23,"Cultural facilities (museum, theater etc.)",2
Sumskyi,2025-03-17,2025-03-23,"Education facility (school, etc.)",4
Sumskyi,2025-03-17,2025-03-23,Gas supply system,1
Sumskyi,2025-03-17,2025-03-23,Government facilities,3
Sumskyi,2025-03-17,2025-03-23,"Health facility (hospital, health clinic)",3
Sumskyi,2025-03-17,2025-03-23,Industrial/Business/Enterprise facilities,8
Sumskyi,2025-03-17,2025-03-23,Religious facilities,1
Sumskyi,2025-03-17,2025-03-23,Total,28
Sumskyi,2025-03-17,2025-03-23,Warehouse,2
Synelnykivskyi,2025-03-17,2025-03-23,Agricultural facilities,2
Synelnykivskyi,2025-03-17,2025-03-23,Total,2
Zaporizkyi,2025-03-17,2025-03-23,"Education facility (school, etc.)",1
Zaporizkyi,2025-03-17,2025-03-23,Gas supply system,2
Zaporizkyi,2025-03-17,2025-03-23,Government facilities,1
Zaporizkyi,2025-03-17,2025-03-23,Industrial/Business/Enterprise facilities,2
Zaporizkyi,2025-03-17,2025-03-23,Other,1
Zaporizkyi,2025-03-17,2025-03-23,Total,7
Bilhorod-Dnistrovskyi,2025-03-10,2025-03-16,"Health facility (hospital, health clinic)",1
Bilhorod-Dnistrovskyi,2025-03-10,2025-03-16,Total,1
Bohodukhivskyi,2025-03-10,2025-03-16,"Education facility (school, etc.)",1
Bohodukhivskyi,2025-03-10,2025-03-16,Electricity supply system,2
Bohodukhivskyi,2025-03-10,2025-03-16,"Health facility (hospital, health clinic)",1
Bohodukhivskyi,2025-03-10,2025-03-16,Industrial/Business/Enterprise facilities,1
Bohodukhivskyi,2025-03-10,2025-03-16,Total,6
Bohodukhivskyi,2025-03-10,2025-03-16,Warehouse,1
Chernihivskyi,2025-03-10,2025-03-16,Industrial/Business/Enterprise facilities,2
Chernihivskyi,2025-03-10,2025-03-16,Total,2
Chuhuivskyi,2025-03-10,2025-03-16,Industrial/Business/Enterprise facilities,1
Chuhuivskyi,2025-03-10,2025-03-16,Total,2
Chuhuivskyi,2025-03-10,2025-03-16,Warehouse,1
Dniprovskyi,2025-03-10,2025-03-16,"Education facility (school, etc.)",4
Dniprovskyi,2025-03-10,2025-03-16,Industrial/Business/Enterprise facilities,1
Dniprovskyi,2025-03-10,2025-03-16,Total,5
Dzhankoiskyi,2025-03-10,2025-03-16,Industrial/Business/Enterprise facilities,1
Dzhankoiskyi,2025-03-10,2025-03-16,Total,1
Fastivskyi,2025-03-10,2025-03-16,Industrial/Business/Enterprise facilities,2
Fastivskyi,2025-03-10,2025-03-16,Total,2
Iziumskyi,2025-03-10,2025-03-16,Electricity supply system,1
Iziumskyi,2025-03-10,2025-03-16,Gas supply system,1
Iziumskyi,2025-03-10,2025-03-16,Total,4
Iziumskyi,2025-03-10,2025-03-16,Warehouse,2
Kharkivskyi,2025-03-10,2025-03-16,Industrial/Business/Enterprise facilities,1
Kharkivskyi,2025-03-10,2025-03-16,Total,2
Kharkivskyi,2025-03-10,2025-03-16,Warehouse,1
Khersonskyi,2025-03-10,2025-03-16,"Education facility (school, etc.)",1
Khersonskyi,2025-03-10,2025-03-16,Electricity supply system,1
Khersonskyi,2025-03-10,2025-03-16,Government facilities,3
Khersonskyi,2025-03-10,2025-03-16,"Health facility (hospital, health clinic)",1
Khersonskyi,2025-03-10,2025-03-16,Industrial/Business/Enterprise facilities,2
Khersonskyi,2025-03-10,2025-03-16,Total,9
Khersonskyi,2025-03-10,2025-03-16,Warehouse,1
Koriukivskyi,2025-03-10,2025-03-16,Industrial/Business/Enterprise facilities,1
Koriukivskyi,2025-03-10,2025-03-16,Total,1
Kramatorskyi,2025-03-10,2025-03-16,"Education facility (school, etc.)",1
Kramatorskyi,2025-03-10,2025-03-16,Electricity supply system,20
Kramatorskyi,2025-03-10,2025-03-16,Gas supply system,11
Kramatorskyi,2025-03-10,2025-03-16,Government facilities,12
Kramatorskyi,2025-03-10,2025-03-16,"Health facility (hospital, health clinic)",5
Kramatorskyi,2025-03-10,2025-03-16,Industrial/Business/Enterprise facilities,10
Kramatorskyi,2025-03-10,2025-03-16,Power plant,1
Kramatorskyi,2025-03-10,2025-03-16,Road / Highway,1
Kramatorskyi,2025-03-10,2025-03-16,Total,61
Kryvorizkyi,2025-03-10,2025-03-16,"Cultural facilities (museum, theater etc.)",1
Kryvorizkyi,2025-03-10,2025-03-16,"Education facility (school, etc.)",7
Kryvorizkyi,2025-03-10,2025-03-16,Government facilities,4
Kryvorizkyi,2025-03-10,2025-03-16,"Health facility (hospital, health clinic)",2
Kryvorizkyi,2025-03-10,2025-03-16,Heating and water facility,1
Kryvorizkyi,2025-03-10,2025-03-16,Industrial/Business/Enterprise facilities,13
Kryvorizkyi,2025-03-10,2025-03-16,Road / Highway,1
Kryvorizkyi,2025-03-10,2025-03-16,Total,29
Kupianskyi,2025-03-10,2025-03-16,Agricultural facilities,1
Kupianskyi,2025-03-10,2025-03-16,Total,1
Mykolaivskyi,2025-03-10,2025-03-16,Electricity supply system,1
Mykolaivskyi,2025-03-10,2025-03-16,Total,2
Mykolaivskyi,2025-03-10,2025-03-16,Warehouse,1
Nikopolskyi,2025-03-10,2025-03-16,Agricultural facilities,3
Nikopolskyi,2025-03-10,2025-03-16,Electricity supply system,3
Nikopolskyi,2025-03-10,2025-03-16,Gas supply system,1
Nikopolskyi,2025-03-10,2025-03-16,Government facilities,1
Nikopolskyi,2025-03-10,2025-03-16,"Health facility (hospital, health clinic)",1
Nikopolskyi,2025-03-10,2025-03-16,Industrial/Business/Enterprise facilities,2
Nikopolskyi,2025-03-10,2025-03-16,Religious facilities,2
Nikopolskyi,2025-03-10,2025-03-16,Total,13
Nizhynskyi,2025-03-10,2025-03-16,Agricultural facilities,2
Nizhynskyi,2025-03-10,2025-03-16,Total,2
Novhorod-Siverskyi,2025-03-10,2025-03-16,Government facilities,1
Novhorod-Siverskyi,2025-03-10,2025-03-16,Telecommunications,1
Novhorod-Siverskyi,2025-03-10,2025-03-16,Total,2
Novomoskovskyi,2025-03-10,2025-03-16,Government facilities,1
Novomoskovskyi,2025-03-10,2025-03-16,Total,1
Odeskyi,2025-03-10,2025-03-16,Electricity supply system,1
Odeskyi,2025-03-10,2025-03-16,Fuel depot,1
Odeskyi,2025-03-10,2025-03-16,Harbor,1
Odeskyi,2025-03-10,2025-03-16,Industrial/Business/Enterprise facilities,5
Odeskyi,2025-03-10,2025-03-16,Total,10
Odeskyi,2025-03-10,2025-03-16,Warehouse,2
Okhtyrskyi,2025-03-10,2025-03-16,Fuel depot,1
Okhtyrskyi,2025-03-10,2025-03-16,"Health facility (hospital, health clinic)",1
Okhtyrskyi,2025-03-10,2025-03-16,Industrial/Business/Enterprise facilities,2
Okhtyrskyi,2025-03-10,2025-03-16,Total,4
Pokrovskyi,2025-03-10,2025-03-16,"Education facility (school, etc.)",4
Pokrovskyi,2025-03-10,2025-03-16,Government facilities,3
Pokrovskyi,2025-03-10,2025-03-16,"Health facility (hospital, health clinic)",1
Pokrovskyi,2025-03-10,2025-03-16,Industrial/Business/Enterprise facilities,2
Pokrovskyi,2025-03-10,2025-03-16,Total,10
Poltavskyi,2025-03-10,2025-03-16,Electricity supply system,1
Poltavskyi,2025-03-10,2025-03-16,Total,1
Shostkynskyi,2025-03-10,2025-03-16,Fuel depot,1
Shostkynskyi,2025-03-10,2025-03-16,Government facilities,1
Shostkynskyi,2025-03-10,2025-03-16,Total,2
Sumskyi,2025-03-10,2025-03-16,Bridge,1
Sumskyi,2025-03-10,2025-03-16,"Cultural facilities (museum, theater etc.)",1
Sumskyi,2025-03-10,2025-03-16,"Education facility (school, etc.)",2
Sumskyi,2025-03-10,2025-03-16,Electricity supply system,1
Sumskyi,2025-03-10,2025-03-16,Industrial/Business/Enterprise facilities,1
Sumskyi,2025-03-10,2025-03-16,Total,7
Sumskyi,2025-03-10,2025-03-16,Warehouse,1
Synelnykivskyi,2025-03-10,2025-03-16,Agricultural facilities,1
Synelnykivskyi,2025-03-10,2025-03-16,"Education facility (school, etc.)",1
Synelnykivskyi,2025-03-10,2025-03-16,Gas supply system,1
Synelnykivskyi,2025-03-10,2025-03-16,Industrial/Business/Enterprise facilities,1
Synelnykivskyi,2025-03-10,2025-03-16,Total,4
Volnovaskyi,2025-03-10,2025-03-16,Religious facilities,1
Volnovaskyi,2025-03-10,2025-03-16,Total,2
Volnovaskyi,2025-03-10,2025-03-16,Warehouse,1
Zaporizkyi,2025-03-10,2025-03-16,Government facilities,1
Zaporizkyi,2025-03-10,2025-03-16,Power plant,1
Zaporizkyi,2025-03-10,2025-03-16,Railway,1
Zaporizkyi,2025-03-10,2025-03-16,Total,3
Beryslavskyi,2025-03-03,2025-03-09,Other,1
Beryslavskyi,2025-03-03,2025-03-09,Total,1
Bilhorod-Dnistrovskyi,2025-03-03,2025-03-09,"Health facility (hospital, health clinic)",1
Bilhorod-Dnistrovskyi,2025-03-03,2025-03-09,Total,1
Bohodukhivskyi,2025-03-03,2025-03-09,Industrial/Business/Enterprise facilities,1
Bohodukhivskyi,2025-03-03,2025-03-09,Total,1
Boryspilskyi,2025-03-03,2025-03-09,"Education facility (school, etc.)",2
Boryspilskyi,2025-03-03,2025-03-09,Industrial/Business/Enterprise facilities,2
Boryspilskyi,2025-03-03,2025-03-09,Total,8
Boryspilskyi,2025-03-03,2025-03-09,Warehouse,4
Cherkaskyi,2025-03-03,2025-03-09,Industrial/Business/Enterprise facilities,3
Cherkaskyi,2025-03-03,2025-03-09,Total,3
Chuhuivskyi,2025-03-03,2025-03-09,"Education facility (school, etc.)",1
Chuhuivskyi,2025-03-03,2025-03-09,Total,2
Chuhuivskyi,2025-03-03,2025-03-09,Warehouse,1
Dniprovskyi,2025-03-03,2025-03-09,Fuel depot,1
Dniprovskyi,2025-03-03,2025-03-09,Total,1
Iziumskyi,2025-03-03,2025-03-09,"Cultural facilities (museum, theater etc.)",1
Iziumskyi,2025-03-03,2025-03-09,"Education facility (school, etc.)",2
Iziumskyi,2025-03-03,2025-03-09,Electricity supply system,1
Iziumskyi,2025-03-03,2025-03-09,Government facilities,3
Iziumskyi,2025-03-03,2025-03-09,"Health facility (hospital, health clinic)",2
Iziumskyi,2025-03-03,2025-03-09,Industrial/Business/Enterprise facilities,4
Iziumskyi,2025-03-03,2025-03-09,Total,13
Kharkivskyi,2025-03-03,2025-03-09,"Cultural facilities (museum, theater etc.)",1
Kharkivskyi,2025-03-03,2025-03-09,"Education facility (school, etc.)",3
Kharkivskyi,2025-03-03,2025-03-09,Electricity supply system,1
Kharkivskyi,2025-03-03,2025-03-09,Gas supply system,1
Kharkivskyi,2025-03-03,2025-03-09,Government facilities,1
Kharkivskyi,2025-03-03,2025-03-09,Industrial/Business/Enterprise facilities,2
Kharkivskyi,2025-03-03,2025-03-09,Total,12
Kharkivskyi,2025-03-03,2025-03-09,Warehouse,3
Khersonskyi,2025-03-03,2025-03-09,"Cultural facilities (museum, theater etc.)",1
Khersonskyi,2025-03-03,2025-03-09,Industrial/Business/Enterprise facilities,1
Khersonskyi,2025-03-03,2025-03-09,Religious facilities,1
Khersonskyi,2025-03-03,2025-03-09,Total,3
Konotopskyi,2025-03-03,2025-03-09,Government facilities,1
Konotopskyi,2025-03-03,2025-03-09,Total,1
Kramatorskyi,2025-03-03,2025-03-09,"Cultural facilities (museum, theater etc.)",1
Kramatorskyi,2025-03-03,2025-03-09,"Education facility (school, etc.)",2
Kramatorskyi,2025-03-03,2025-03-09,Electricity supply system,17
Kramatorskyi,2025-03-03,2025-03-09,Gas supply system,14
Kramatorskyi,2025-03-03,2025-03-09,Government facilities,12
Kramatorskyi,2025-03-03,2025-03-09,"Health facility (hospital, health clinic)",4
Kramatorskyi,2025-03-03,2025-03-09,Industrial/Business/Enterprise facilities,11
Kramatorskyi,2025-03-03,2025-03-09,Total,62
Kramatorskyi,2025-03-03,2025-03-09,Warehouse,1
Kryvorizkyi,2025-03-03,2025-03-09,"Cultural facilities (museum, theater etc.)",1
Kryvorizkyi,2025-03-03,2025-03-09,"Education facility (school, etc.)",6
Kryvorizkyi,2025-03-03,2025-03-09,Government facilities,1
Kryvorizkyi,2025-03-03,2025-03-09,"Health facility (hospital, health clinic)",1
Kryvorizkyi,2025-03-03,2025-03-09,Industrial/Business/Enterprise facilities,14
Kryvorizkyi,2025-03-03,2025-03-09,Road / Highway,1
Kryvorizkyi,2025-03-03,2025-03-09,Total,24
Kupianskyi,2025-03-03,2025-03-09,"Education facility (school, etc.)",2
Kupianskyi,2025-03-03,2025-03-09,Total,3
Kupianskyi,2025-03-03,2025-03-09,Warehouse,1
Mykolaivskyi,2025-03-03,2025-03-09,Electricity supply system,1
Mykolaivskyi,2025-03-03,2025-03-09,Total,1
Myrhorodskyi,2025-03-03,2025-03-09,Gas supply system,1
Myrhorodskyi,2025-03-03,2025-03-09,Total,1
Nikopolskyi,2025-03-03,2025-03-09,"Education facility (school, etc.)",2
Nikopolskyi,2025-03-03,2025-03-09,Electricity supply system,3
Nikopolskyi,2025-03-03,2025-03-09,Government facilities,2
Nikopolskyi,2025-03-03,2025-03-09,Industrial/Business/Enterprise facilities,3
Nikopolskyi,2025-03-03,2025-03-09,Total,10
Odeskyi,2025-03-03,2025-03-09,"Education facility (school, etc.)",1
Odeskyi,2025-03-03,2025-03-09,Electricity supply system,2
Odeskyi,2025-03-03,2025-03-09,Fuel depot,1
Odeskyi,2025-03-03,2025-03-09,Gas supply system,1
Odeskyi,2025-03-03,2025-03-09,Government facilities,2
Odeskyi,2025-03-03,2025-03-09,Harbor,1
Odeskyi,2025-03-03,2025-03-09,Heating and water facility,3
Odeskyi,2025-03-03,2025-03-09,Industrial/Business/Enterprise facilities,6
Odeskyi,2025-03-03,2025-03-09,Other,1
Odeskyi,2025-03-03,2025-03-09,Total,19
Odeskyi,2025-03-03,2025-03-09,Warehouse,1
Okhtyrskyi,2025-03-03,2025-03-09,"Education facility (school, etc.)",2
Okhtyrskyi,2025-03-03,2025-03-09,Industrial/Business/Enterprise facilities,1
Okhtyrskyi,2025-03-03,2025-03-09,Total,3
Pavlohradskyi,2025-03-03,2025-03-09,"Education facility (school, etc.)",2
Pavlohradskyi,2025-03-03,2025-03-09,Industrial/Business/Enterprise facilities,2
Pavlohradskyi,2025-03-03,2025-03-09,Total,4
Pokrovskyi,2025-03-03,2025-03-09,"Cultural facilities (museum, theater etc.)",1
Pokrovskyi,2025-03-03,2025-03-09,"Education facility (school, etc.)",2
Pokrovskyi,2025-03-03,2025-03-09,Government facilities,4
Pokrovskyi,2025-03-03,2025-03-09,"Health facility (hospital, health clinic)",1
Pokrovskyi,2025-03-03,2025-03-09,Industrial/Business/Enterprise facilities,3
Pokrovskyi,2025-03-03,2025-03-09,Total,11
Prylutskyi,2025-03-03,2025-03-09,Gas supply system,1
Prylutskyi,2025-03-03,2025-03-09,Government facilities,1
Prylutskyi,2025-03-03,2025-03-09,Total,2
Shostkynskyi,2025-03-03,2025-03-09,"Education facility (school, etc.)",2
Shostkynskyi,2025-03-03,2025-03-09,Government facilities,1
Shostkynskyi,2025-03-03,2025-03-09,Total,4
Shostkynskyi,2025-03-03,2025-03-09,Warehouse,1
Sumskyi,2025-03-03,2025-03-09,"Cultural facilities (museum, theater etc.)",1
Sumskyi,2025-03-03,2025-03-09,Electricity supply system,1
Sumskyi,2025-03-03,2025-03-09,"Health facility (hospital, health clinic)",1
Sumskyi,2025-03-03,2025-03-09,Industrial/Business/Enterprise facilities,5
Sumskyi,2025-03-03,2025-03-09,Other,1
Sumskyi,2025-03-03,2025-03-09,Total,12
Sumskyi,2025-03-03,2025-03-09,Warehouse,3
Ternopilskyi,2025-03-03,2025-03-09,Gas supply system,2
Ternopilskyi,2025-03-03,2025-03-09,Industrial/Business/Enterprise facilities,1
Ternopilskyi,2025-03-03,2025-03-09,Total,4
Ternopilskyi,2025-03-03,2025-03-09,Water supply system,1
Volnovaskyi,2025-03-03,2025-03-09,"Cultural facilities (museum, theater etc.)",1
Volnovaskyi,2025-03-03,2025-03-09,Total,1
Zaporizkyi,2025-03-03,2025-03-09,Industrial/Business/Enterprise facilities,1
Zaporizkyi,2025-03-03,2025-03-09,Total,1
Bohodukhivskyi,2025-02-24,2025-03-02,Agricultural facilities,2
Bohodukhivskyi,2025-02-24,2025-03-02,"Cultural facilities (museum, theater etc.)",1
Bohodukhivskyi,2025-02-24,2025-03-02,Electricity supply system,7
Bohodukhivskyi,2025-02-24,2025-03-02,Gas supply system,1
Bohodukhivskyi,2025-02-24,2025-03-02,"Health facility (hospital, health clinic)",1
Bohodukhivskyi,2025-02-24,2025-03-02,Industrial/Business/Enterprise facilities,1
Bohodukhivskyi,2025-02-24,2025-03-02,Other,1
Bohodukhivskyi,2025-02-24,2025-03-02,Total,22
Bohodukhivskyi,2025-02-24,2025-03-02,Warehouse,8
Boryspilskyi,2025-02-24,2025-03-02,Industrial/Business/Enterprise facilities,1
Boryspilskyi,2025-02-24,2025-03-02,Total,2
Boryspilskyi,2025-02-24,2025-03-02,Warehouse,1
Cherkaskyi,2025-02-24,2025-03-02,Other,1
Cherkaskyi,2025-02-24,2025-03-02,Total,1
Iziumskyi,2025-02-24,2025-03-02,Electricity supply system,2
Iziumskyi,2025-02-24,2025-03-02,Heating and water facility,1
Iziumskyi,2025-02-24,2025-03-02,Total,5
Iziumskyi,2025-02-24,2025-03-02,Warehouse,2
Kharkivskyi,2025-02-24,2025-03-02,"Cultural facilities (museum, theater etc.)",2
Kharkivskyi,2025-02-24,2025-03-02,"Education facility (school, etc.)",1
Kharkivskyi,2025-02-24,2025-03-02,Electricity supply system,3
Kharkivskyi,2025-02-24,2025-03-02,"Health facility (hospital, health clinic)",1
Kharkivskyi,2025-02-24,2025-03-02,Heating and water facility,1
Kharkivskyi,2025-02-24,2025-03-02,Industrial/Business/Enterprise facilities,8
Kharkivskyi,2025-02-24,2025-03-02,Road / Highway,6
Kharkivskyi,2025-02-24,2025-03-02,Total,24
Kharkivskyi,2025-02-24,2025-03-02,Warehouse,1
Kharkivskyi,2025-02-24,2025-03-02,Water supply system,1
Khersonskyi,2025-02-24,2025-03-02,Government facilities,1
Khersonskyi,2025-02-24,2025-03-02,"Health facility (hospital, health clinic)",1
Khersonskyi,2025-02-24,2025-03-02,Heating and water facility,3
Khersonskyi,2025-02-24,2025-03-02,Industrial/Business/Enterprise facilities,4
Khersonskyi,2025-02-24,2025-03-02,Total,10
Khersonskyi,2025-02-24,2025-03-02,Water supply system,1
Khmelnytskyi,2025-02-24,2025-03-02,Electricity supply system,3
Khmelnytskyi,2025-02-24,2025-03-02,Total,4
Khmelnytskyi,2025-02-24,2025-03-02,Warehouse,1
Koriukivskyi,2025-02-24,2025-03-02,Electricity supply system,1
Koriukivskyi,2025-02-24,2025-03-02,Total,1
Kramatorskyi,2025-02-24,2025-03-02,Bridge,1
Kramatorskyi,2025-02-24,2025-03-02,"Education facility (school, etc.)",10
Kramatorskyi,2025-02-24,2025-03-02,Electricity supply system,31
Kramatorskyi,2025-02-24,2025-03-02,Fuel depot,2
Kramatorskyi,2025-02-24,2025-03-02,Gas supply system,20
Kramatorskyi,2025-02-24,2025-03-02,Government facilities,12
Kramatorskyi,2025-02-24,2025-03-02,"Health facility (hospital, health clinic)",3
Kramatorskyi,2025-02-24,2025-03-02,Heating and water facility,3
Kramatorskyi,2025-02-24,2025-03-02,Industrial/Business/Enterprise facilities,21
Kramatorskyi,2025-02-24,2025-03-02,Other,1
Kramatorskyi,2025-02-24,2025-03-02,Railway,1
Kramatorskyi,2025-02-24,2025-03-02,Religious facilities,1
Kramatorskyi,2025-02-24,2025-03-02,Road / Highway,2
Kramatorskyi,2025-02-24,2025-03-02,Total,110
Kramatorskyi,2025-02-24,2025-03-02,Warehouse,2
Kropyvnytskyi,2025-02-24,2025-03-02,Electricity supply system,1
Kropyvnytskyi,2025-02-24,2025-03-02,Total,1
Kryvorizkyi,2025-02-24,2025-03-02,"Health facility (hospital, health clinic)",1
Kryvorizkyi,2025-02-24,2025-03-02,Industrial/Business/Enterprise facilities,1
Kryvorizkyi,2025-02-24,2025-03-02,Total,2
Mykolaivskyi,2025-02-24,2025-03-02,Agricultural facilities,1
Mykolaivskyi,2025-02-24,2025-03-02,Electricity supply system,3
Mykolaivskyi,2025-02-24,2025-03-02,Industrial/Business/Enterprise facilities,1
Mykolaivskyi,2025-02-24,2025-03-02,Total,7
Mykolaivskyi,2025-02-24,2025-03-02,Warehouse,2
Myrhorodskyi,2025-02-24,2025-03-02,Industrial/Business/Enterprise facilities,1
Myrhorodskyi,2025-02-24,2025-03-02,Total,1
Nikopolskyi,2025-02-24,2025-03-02,"Education facility (school, etc.)",1
Nikopolskyi,2025-02-24,2025-03-02,Electricity supply system,7
Nikopolskyi,2025-02-24,2025-03-02,Fuel depot,1
Nikopolskyi,2025-02-24,2025-03-02,Gas supply system,3
Nikopolskyi,2025-02-24,2025-03-02,Industrial/Business/Enterprise facilities,7
Nikopolskyi,2025-02-24,2025-03-02,Total,19
Novhorod-Siverskyi,2025-02-24,2025-03-02,"Education facility (school, etc.)",1
Novhorod-Siverskyi,2025-02-24,2025-03-02,Electricity supply system,1
Novhorod-Siverskyi,2025-02-24,2025-03-02,"Health facility (hospital, health clinic)",1
Novhorod-Siverskyi,2025-02-24,2025-03-02,Total,3
Odeskyi,2025-02-24,2025-03-02,"Cultural facilities (museum, theater etc.)",1
Odeskyi,2025-02-24,2025-03-02,Harbor,1
Odeskyi,2025-02-24,2025-03-02,Industrial/Business/Enterprise facilities,1
Odeskyi,2025-02-24,2025-03-02,Total,3
Okhtyrskyi,2025-02-24,2025-03-02,Government facilities,1
Okhtyrskyi,2025-02-24,2025-03-02,Industrial/Business/Enterprise facilities,1
Okhtyrskyi,2025-02-24,2025-03-02,Total,3
Okhtyrskyi,2025-02-24,2025-03-02,Warehouse,1
Pokrovskyi,2025-02-24,2025-03-02,"Education facility (school, etc.)",2
Pokrovskyi,2025-02-24,2025-03-02,Government facilities,1
Pokrovskyi,2025-02-24,2025-03-02,Industrial/Business/Enterprise facilities,3
Pokrovskyi,2025-02-24,2025-03-02,Total,6
Polohivskyi,2025-02-24,2025-03-02,"Education facility (school, etc.)",1
Polohivskyi,2025-02-24,2025-03-02,Government facilities,1
Polohivskyi,2025-02-24,2025-03-02,Industrial/Business/Enterprise facilities,1
Polohivskyi,2025-02-24,2025-03-02,Total,3
Romenskyi,2025-02-24,2025-03-02,"Education facility (school, etc.)",1
Romenskyi,2025-02-24,2025-03-02,Government facilities,2
Romenskyi,2025-02-24,2025-03-02,Total,3
Shostkynskyi,2025-02-24,2025-03-02,Electricity supply system,1
Shostkynskyi,2025-02-24,2025-03-02,Gas supply system,1
Shostkynskyi,2025-02-24,2025-03-02,Government facilities,1
Shostkynskyi,2025-02-24,2025-03-02,Industrial/Business/Enterprise facilities,4
Shostkynskyi,2025-02-24,2025-03-02,Total,8
Shostkynskyi,2025-02-24,2025-03-02,Warehouse,1
Sumskyi,2025-02-24,2025-03-02,"Education facility (school, etc.)",2
Sumskyi,2025-02-24,2025-03-02,Electricity supply system,1
Sumskyi,2025-02-24,2025-03-02,Gas supply system,1
Sumskyi,2025-02-24,2025-03-02,Government facilities,1
Sumskyi,2025-02-24,2025-03-02,Industrial/Business/Enterprise facilities,3
Sumskyi,2025-02-24,2025-03-02,Road / Highway,1
Sumskyi,2025-02-24,2025-03-02,Total,9
Synelnykivskyi,2025-02-24,2025-03-02,"Education facility (school, etc.)",1
Synelnykivskyi,2025-02-24,2025-03-02,Electricity supply system,2
Synelnykivskyi,2025-02-24,2025-03-02,Total,3
Umanskyi,2025-02-24,2025-03-02,Electricity supply system,1
Umanskyi,2025-02-24,2025-03-02,Total,1
Volnovaskyi,2025-02-24,2025-03-02,Agricultural facilities,2
Volnovaskyi,2025-02-24,2025-03-02,"Education facility (school, etc.)",4
Volnovaskyi,2025-02-24,2025-03-02,Gas supply system,1
Volnovaskyi,2025-02-24,2025-03-02,Government facilities,4
Volnovaskyi,2025-02-24,2025-03-02,Industrial/Business/Enterprise facilities,9
Volnovaskyi,2025-02-24,2025-03-02,Total,20
Beryslavskyi,2025-02-17,2025-02-23,Government facilities,1
Beryslavskyi,2025-02-17,2025-02-23,Total,1
Bohodukhivskyi,2025-02-17,2025-02-23,"Cultural facilities (museum, theater etc.)",2
Bohodukhivskyi,2025-02-17,2025-02-23,"Education facility (school, etc.)",2
Bohodukhivskyi,2025-02-17,2025-02-23,Electricity supply system,3
Bohodukhivskyi,2025-02-17,2025-02-23,Gas supply system,2
Bohodukhivskyi,2025-02-17,2025-02-23,Government facilities,2
Bohodukhivskyi,2025-02-17,2025-02-23,Industrial/Business/Enterprise facilities,8
Bohodukhivskyi,2025-02-17,2025-02-23,Total,22
Bohodukhivskyi,2025-02-17,2025-02-23,Warehouse,3
Boryspilskyi,2025-02-17,2025-02-23,"Education facility (school, etc.)",2
Boryspilskyi,2025-02-17,2025-02-23,Electricity supply system,1
Boryspilskyi,2025-02-17,2025-02-23,Industrial/Business/Enterprise facilities,5
Boryspilskyi,2025-02-17,2025-02-23,Total,10
Boryspilskyi,2025-02-17,2025-02-23,Warehouse,2
Buchanskyi,2025-02-17,2025-02-23,Electricity supply system,1
Buchanskyi,2025-02-17,2025-02-23,Total,1
Cherkaskyi,2025-02-17,2025-02-23,Agricultural facilities,1
Cherkaskyi,2025-02-17,2025-02-23,Total,1
Chernihivskyi,2025-02-17,2025-02-23,Road / Highway,1
Chernihivskyi,2025-02-17,2025-02-23,Total,1
Chuhuivskyi,2025-02-17,2025-02-23,Electricity supply system,1
Chuhuivskyi,2025-02-17,2025-02-23,Total,1
Fastivskyi,2025-02-17,2025-02-23,Total,1
Fastivskyi,2025-02-17,2025-02-23,Warehouse,1
Iziumskyi,2025-02-17,2025-02-23,Agricultural facilities,1
